time,nt,time_bounds,time_value,run_ini,run_end,time_delta,date,year,doy_f,doy,dap_f,dap,das_f,das
1,1,0.0,86400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,1 days 00:00:00.000000000,2018-09-02 06:00:00,2018,244.25,245,-88.75,-87,1.0,1
1,2,86400.0,86400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,1 days 00:00:00.000000000,2018-09-02 06:00:00,2018,244.25,245,-88.75,-87,1.0,1
2,1,86400.0,172800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,2 days 00:00:00.000000000,2018-09-03 06:00:00,2018,245.25,246,-87.75,-86,2.0,2
2,2,172800.0,172800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,2 days 00:00:00.000000000,2018-09-03 06:00:00,2018,245.25,246,-87.75,-86,2.0,2
3,1,172800.0,259200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,3 days 00:00:00.000000000,2018-09-04 06:00:00,2018,246.25,247,-86.75,-85,3.0,3
3,2,259200.0,259200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,3 days 00:00:00.000000000,2018-09-04 06:00:00,2018,246.25,247,-86.75,-85,3.0,3
4,1,259200.0,345600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,4 days 00:00:00.000000000,2018-09-05 06:00:00,2018,247.25,248,-85.75,-84,4.0,4
4,2,345600.0,345600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,4 days 00:00:00.000000000,2018-09-05 06:00:00,2018,247.25,248,-85.75,-84,4.0,4
5,1,345600.0,432000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,5 days 00:00:00.000000000,2018-09-06 06:00:00,2018,248.25,249,-84.75,-83,5.0,5
5,2,432000.0,432000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,5 days 00:00:00.000000000,2018-09-06 06:00:00,2018,248.25,249,-84.75,-83,5.0,5
6,1,432000.0,518400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,6 days 00:00:00.000000000,2018-09-07 06:00:00,2018,249.25,250,-83.75,-82,6.0,6
6,2,518400.0,518400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,6 days 00:00:00.000000000,2018-09-07 06:00:00,2018,249.25,250,-83.75,-82,6.0,6
7,1,518400.0,604800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,7 days 00:00:00.000000000,2018-09-08 06:00:00,2018,250.25,251,-82.75,-81,7.0,7
7,2,604800.0,604800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,7 days 00:00:00.000000000,2018-09-08 06:00:00,2018,250.25,251,-82.75,-81,7.0,7
8,1,604800.0,691200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,8 days 00:00:00.000000000,2018-09-09 06:00:00,2018,251.25,252,-81.75,-80,8.0,8
8,2,691200.0,691200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,8 days 00:00:00.000000000,2018-09-09 06:00:00,2018,251.25,252,-81.75,-80,8.0,8
9,1,691200.0,777600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,9 days 00:00:00.000000000,2018-09-10 06:00:00,2018,252.25,253,-80.75,-79,9.0,9
9,2,777600.0,777600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,9 days 00:00:00.000000000,2018-09-10 06:00:00,2018,252.25,253,-80.75,-79,9.0,9
10,1,777600.0,864000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,10 days 00:00:00.000000000,2018-09-11 06:00:00,2018,253.25,254,-79.75,-78,10.0,10
10,2,864000.0,864000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,10 days 00:00:00.000000000,2018-09-11 06:00:00,2018,253.25,254,-79.75,-78,10.0,10
11,1,864000.0,950400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,11 days 00:00:00.000000000,2018-09-12 06:00:00,2018,254.25,255,-78.75,-77,11.0,11
11,2,950400.0,950400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,11 days 00:00:00.000000000,2018-09-12 06:00:00,2018,254.25,255,-78.75,-77,11.0,11
12,1,950400.0,1036800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,12 days 00:00:00.000000000,2018-09-13 06:00:00,2018,255.25,256,-77.75,-76,12.0,12
12,2,1036800.0,1036800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,12 days 00:00:00.000000000,2018-09-13 06:00:00,2018,255.25,256,-77.75,-76,12.0,12
13,1,1036800.0,1123200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,13 days 00:00:00.000000000,2018-09-14 06:00:00,2018,256.25,257,-76.75,-75,13.0,13
13,2,1123200.0,1123200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,13 days 00:00:00.000000000,2018-09-14 06:00:00,2018,256.25,257,-76.75,-75,13.0,13
14,1,1123200.0,1209600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,14 days 00:00:00.000000000,2018-09-15 06:00:00,2018,257.25,258,-75.75,-74,14.0,14
14,2,1209600.0,1209600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,14 days 00:00:00.000000000,2018-09-15 06:00:00,2018,257.25,258,-75.75,-74,14.0,14
15,1,1209600.0,1296000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,15 days 00:00:00.000000000,2018-09-16 06:00:00,2018,258.25,259,-74.75,-73,15.0,15
15,2,1296000.0,1296000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,15 days 00:00:00.000000000,2018-09-16 06:00:00,2018,258.25,259,-74.75,-73,15.0,15
16,1,1296000.0,1382400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,16 days 00:00:00.000000000,2018-09-17 06:00:00,2018,259.25,260,-73.75,-72,16.0,16
16,2,1382400.0,1382400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,16 days 00:00:00.000000000,2018-09-17 06:00:00,2018,259.25,260,-73.75,-72,16.0,16
17,1,1382400.0,1468800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,17 days 00:00:00.000000000,2018-09-18 06:00:00,2018,260.25,261,-72.75,-71,17.0,17
17,2,1468800.0,1468800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,17 days 00:00:00.000000000,2018-09-18 06:00:00,2018,260.25,261,-72.75,-71,17.0,17
18,1,1468800.0,1555200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,18 days 00:00:00.000000000,2018-09-19 06:00:00,2018,261.25,262,-71.75,-70,18.0,18
18,2,1555200.0,1555200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,18 days 00:00:00.000000000,2018-09-19 06:00:00,2018,261.25,262,-71.75,-70,18.0,18
19,1,1555200.0,1641600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,19 days 00:00:00.000000000,2018-09-20 06:00:00,2018,262.25,263,-70.75,-69,19.0,19
19,2,1641600.0,1641600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,19 days 00:00:00.000000000,2018-09-20 06:00:00,2018,262.25,263,-70.75,-69,19.0,19
20,1,1641600.0,1728000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,20 days 00:00:00.000000000,2018-09-21 06:00:00,2018,263.25,264,-69.75,-68,20.0,20
20,2,1728000.0,1728000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,20 days 00:00:00.000000000,2018-09-21 06:00:00,2018,263.25,264,-69.75,-68,20.0,20
21,1,1728000.0,1814400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,21 days 00:00:00.000000000,2018-09-22 06:00:00,2018,264.25,265,-68.75,-67,21.0,21
21,2,1814400.0,1814400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,21 days 00:00:00.000000000,2018-09-22 06:00:00,2018,264.25,265,-68.75,-67,21.0,21
22,1,1814400.0,1900800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,22 days 00:00:00.000000000,2018-09-23 06:00:00,2018,265.25,266,-67.75,-66,22.0,22
22,2,1900800.0,1900800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,22 days 00:00:00.000000000,2018-09-23 06:00:00,2018,265.25,266,-67.75,-66,22.0,22
23,1,1900800.0,1987200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,23 days 00:00:00.000000000,2018-09-24 06:00:00,2018,266.25,267,-66.75,-65,23.0,23
23,2,1987200.0,1987200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,23 days 00:00:00.000000000,2018-09-24 06:00:00,2018,266.25,267,-66.75,-65,23.0,23
24,1,1987200.0,2073600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,24 days 00:00:00.000000000,2018-09-25 06:00:00,2018,267.25,268,-65.75,-64,24.0,24
24,2,2073600.0,2073600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,24 days 00:00:00.000000000,2018-09-25 06:00:00,2018,267.25,268,-65.75,-64,24.0,24
25,1,2073600.0,2160000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,25 days 00:00:00.000000000,2018-09-26 06:00:00,2018,268.25,269,-64.75,-63,25.0,25
25,2,2160000.0,2160000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,25 days 00:00:00.000000000,2018-09-26 06:00:00,2018,268.25,269,-64.75,-63,25.0,25
26,1,2160000.0,2246400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,26 days 00:00:00.000000000,2018-09-27 06:00:00,2018,269.25,270,-63.75,-62,26.0,26
26,2,2246400.0,2246400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,26 days 00:00:00.000000000,2018-09-27 06:00:00,2018,269.25,270,-63.75,-62,26.0,26
27,1,2246400.0,2332800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,27 days 00:00:00.000000000,2018-09-28 06:00:00,2018,270.25,271,-62.75,-61,27.0,27
27,2,2332800.0,2332800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,27 days 00:00:00.000000000,2018-09-28 06:00:00,2018,270.25,271,-62.75,-61,27.0,27
28,1,2332800.0,2419200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,28 days 00:00:00.000000000,2018-09-29 06:00:00,2018,271.25,272,-61.75,-60,28.0,28
28,2,2419200.0,2419200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,28 days 00:00:00.000000000,2018-09-29 06:00:00,2018,271.25,272,-61.75,-60,28.0,28
29,1,2419200.0,2505600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,29 days 00:00:00.000000000,2018-09-30 06:00:00,2018,272.25,273,-60.75,-59,29.0,29
29,2,2505600.0,2505600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,29 days 00:00:00.000000000,2018-09-30 06:00:00,2018,272.25,273,-60.75,-59,29.0,29
30,1,2505600.0,2592000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,30 days 00:00:00.000000000,2018-10-01 06:00:00,2018,273.25,274,-59.75,-58,30.0,30
30,2,2592000.0,2592000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,30 days 00:00:00.000000000,2018-10-01 06:00:00,2018,273.25,274,-59.75,-58,30.0,30
31,1,2592000.0,2678400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,31 days 00:00:00.000000000,2018-10-02 06:00:00,2018,274.25,275,-58.75,-57,31.0,31
31,2,2678400.0,2678400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,31 days 00:00:00.000000000,2018-10-02 06:00:00,2018,274.25,275,-58.75,-57,31.0,31
32,1,2678400.0,2764800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,32 days 00:00:00.000000000,2018-10-03 06:00:00,2018,275.25,276,-57.75,-56,32.0,32
32,2,2764800.0,2764800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,32 days 00:00:00.000000000,2018-10-03 06:00:00,2018,275.25,276,-57.75,-56,32.0,32
33,1,2764800.0,2851200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,33 days 00:00:00.000000000,2018-10-04 06:00:00,2018,276.25,277,-56.75,-55,33.0,33
33,2,2851200.0,2851200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,33 days 00:00:00.000000000,2018-10-04 06:00:00,2018,276.25,277,-56.75,-55,33.0,33
34,1,2851200.0,2937600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,34 days 00:00:00.000000000,2018-10-05 06:00:00,2018,277.25,278,-55.75,-54,34.0,34
34,2,2937600.0,2937600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,34 days 00:00:00.000000000,2018-10-05 06:00:00,2018,277.25,278,-55.75,-54,34.0,34
35,1,2937600.0,3024000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,35 days 00:00:00.000000000,2018-10-06 06:00:00,2018,278.25,279,-54.75,-53,35.0,35
35,2,3024000.0,3024000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,35 days 00:00:00.000000000,2018-10-06 06:00:00,2018,278.25,279,-54.75,-53,35.0,35
36,1,3024000.0,3110400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,36 days 00:00:00.000000000,2018-10-07 06:00:00,2018,279.25,280,-53.75,-52,36.0,36
36,2,3110400.0,3110400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,36 days 00:00:00.000000000,2018-10-07 06:00:00,2018,279.25,280,-53.75,-52,36.0,36
37,1,3110400.0,3196800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,37 days 00:00:00.000000000,2018-10-08 06:00:00,2018,280.25,281,-52.75,-51,37.0,37
37,2,3196800.0,3196800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,37 days 00:00:00.000000000,2018-10-08 06:00:00,2018,280.25,281,-52.75,-51,37.0,37
38,1,3196800.0,3283200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,38 days 00:00:00.000000000,2018-10-09 06:00:00,2018,281.25,282,-51.75,-50,38.0,38
38,2,3283200.0,3283200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,38 days 00:00:00.000000000,2018-10-09 06:00:00,2018,281.25,282,-51.75,-50,38.0,38
39,1,3283200.0,3369600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,39 days 00:00:00.000000000,2018-10-10 06:00:00,2018,282.25,283,-50.75,-49,39.0,39
39,2,3369600.0,3369600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,39 days 00:00:00.000000000,2018-10-10 06:00:00,2018,282.25,283,-50.75,-49,39.0,39
40,1,3369600.0,3456000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,40 days 00:00:00.000000000,2018-10-11 06:00:00,2018,283.25,284,-49.75,-48,40.0,40
40,2,3456000.0,3456000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,40 days 00:00:00.000000000,2018-10-11 06:00:00,2018,283.25,284,-49.75,-48,40.0,40
41,1,3456000.0,3542400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,41 days 00:00:00.000000000,2018-10-12 06:00:00,2018,284.25,285,-48.75,-47,41.0,41
41,2,3542400.0,3542400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,41 days 00:00:00.000000000,2018-10-12 06:00:00,2018,284.25,285,-48.75,-47,41.0,41
42,1,3542400.0,3628800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,42 days 00:00:00.000000000,2018-10-13 06:00:00,2018,285.25,286,-47.75,-46,42.0,42
42,2,3628800.0,3628800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,42 days 00:00:00.000000000,2018-10-13 06:00:00,2018,285.25,286,-47.75,-46,42.0,42
43,1,3628800.0,3715200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,43 days 00:00:00.000000000,2018-10-14 06:00:00,2018,286.25,287,-46.75,-45,43.0,43
43,2,3715200.0,3715200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,43 days 00:00:00.000000000,2018-10-14 06:00:00,2018,286.25,287,-46.75,-45,43.0,43
44,1,3715200.0,3801600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,44 days 00:00:00.000000000,2018-10-15 06:00:00,2018,287.25,288,-45.75,-44,44.0,44
44,2,3801600.0,3801600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,44 days 00:00:00.000000000,2018-10-15 06:00:00,2018,287.25,288,-45.75,-44,44.0,44
45,1,3801600.0,3888000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,45 days 00:00:00.000000000,2018-10-16 06:00:00,2018,288.25,289,-44.75,-43,45.0,45
45,2,3888000.0,3888000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,45 days 00:00:00.000000000,2018-10-16 06:00:00,2018,288.25,289,-44.75,-43,45.0,45
46,1,3888000.0,3974400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,46 days 00:00:00.000000000,2018-10-17 06:00:00,2018,289.25,290,-43.75,-42,46.0,46
46,2,3974400.0,3974400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,46 days 00:00:00.000000000,2018-10-17 06:00:00,2018,289.25,290,-43.75,-42,46.0,46
47,1,3974400.0,4060800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,47 days 00:00:00.000000000,2018-10-18 06:00:00,2018,290.25,291,-42.75,-41,47.0,47
47,2,4060800.0,4060800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,47 days 00:00:00.000000000,2018-10-18 06:00:00,2018,290.25,291,-42.75,-41,47.0,47
48,1,4060800.0,4147200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,48 days 00:00:00.000000000,2018-10-19 06:00:00,2018,291.25,292,-41.75,-40,48.0,48
48,2,4147200.0,4147200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,48 days 00:00:00.000000000,2018-10-19 06:00:00,2018,291.25,292,-41.75,-40,48.0,48
49,1,4147200.0,4233600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,49 days 00:00:00.000000000,2018-10-20 06:00:00,2018,292.25,293,-40.75,-39,49.0,49
49,2,4233600.0,4233600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,49 days 00:00:00.000000000,2018-10-20 06:00:00,2018,292.25,293,-40.75,-39,49.0,49
50,1,4233600.0,4320000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,50 days 00:00:00.000000000,2018-10-21 06:00:00,2018,293.25,294,-39.75,-38,50.0,50
50,2,4320000.0,4320000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,50 days 00:00:00.000000000,2018-10-21 06:00:00,2018,293.25,294,-39.75,-38,50.0,50
51,1,4320000.0,4406400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,51 days 00:00:00.000000000,2018-10-22 06:00:00,2018,294.25,295,-38.75,-37,51.0,51
51,2,4406400.0,4406400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,51 days 00:00:00.000000000,2018-10-22 06:00:00,2018,294.25,295,-38.75,-37,51.0,51
52,1,4406400.0,4492800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,52 days 00:00:00.000000000,2018-10-23 06:00:00,2018,295.25,296,-37.75,-36,52.0,52
52,2,4492800.0,4492800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,52 days 00:00:00.000000000,2018-10-23 06:00:00,2018,295.25,296,-37.75,-36,52.0,52
53,1,4492800.0,4579200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,53 days 00:00:00.000000000,2018-10-24 06:00:00,2018,296.25,297,-36.75,-35,53.0,53
53,2,4579200.0,4579200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,53 days 00:00:00.000000000,2018-10-24 06:00:00,2018,296.25,297,-36.75,-35,53.0,53
54,1,4579200.0,4665600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,54 days 00:00:00.000000000,2018-10-25 06:00:00,2018,297.25,298,-35.75,-34,54.0,54
54,2,4665600.0,4665600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,54 days 00:00:00.000000000,2018-10-25 06:00:00,2018,297.25,298,-35.75,-34,54.0,54
55,1,4665600.0,4752000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,55 days 00:00:00.000000000,2018-10-26 06:00:00,2018,298.25,299,-34.75,-33,55.0,55
55,2,4752000.0,4752000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,55 days 00:00:00.000000000,2018-10-26 06:00:00,2018,298.25,299,-34.75,-33,55.0,55
56,1,4752000.0,4838400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,56 days 00:00:00.000000000,2018-10-27 06:00:00,2018,299.25,300,-33.75,-32,56.0,56
56,2,4838400.0,4838400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,56 days 00:00:00.000000000,2018-10-27 06:00:00,2018,299.25,300,-33.75,-32,56.0,56
57,1,4838400.0,4924800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,57 days 00:00:00.000000000,2018-10-28 06:00:00,2018,300.25,301,-32.75,-31,57.0,57
57,2,4924800.0,4924800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,57 days 00:00:00.000000000,2018-10-28 06:00:00,2018,300.25,301,-32.75,-31,57.0,57
58,1,4924800.0,5011200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,58 days 00:00:00.000000000,2018-10-29 06:00:00,2018,301.25,302,-31.75,-30,58.0,58
58,2,5011200.0,5011200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,58 days 00:00:00.000000000,2018-10-29 06:00:00,2018,301.25,302,-31.75,-30,58.0,58
59,1,5011200.0,5097600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,59 days 00:00:00.000000000,2018-10-30 06:00:00,2018,302.25,303,-30.75,-29,59.0,59
59,2,5097600.0,5097600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,59 days 00:00:00.000000000,2018-10-30 06:00:00,2018,302.25,303,-30.75,-29,59.0,59
60,1,5097600.0,5184000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,60 days 00:00:00.000000000,2018-10-31 06:00:00,2018,303.25,304,-29.75,-28,60.0,60
60,2,5184000.0,5184000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,60 days 00:00:00.000000000,2018-10-31 06:00:00,2018,303.25,304,-29.75,-28,60.0,60
61,1,5184000.0,5270400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,61 days 00:00:00.000000000,2018-11-01 06:00:00,2018,304.25,305,-28.75,-27,61.0,61
61,2,5270400.0,5270400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,61 days 00:00:00.000000000,2018-11-01 06:00:00,2018,304.25,305,-28.75,-27,61.0,61
62,1,5270400.0,5356800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,62 days 00:00:00.000000000,2018-11-02 06:00:00,2018,305.25,306,-27.75,-26,62.0,62
62,2,5356800.0,5356800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,62 days 00:00:00.000000000,2018-11-02 06:00:00,2018,305.25,306,-27.75,-26,62.0,62
63,1,5356800.0,5443200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,63 days 00:00:00.000000000,2018-11-03 06:00:00,2018,306.25,307,-26.75,-25,63.0,63
63,2,5443200.0,5443200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,63 days 00:00:00.000000000,2018-11-03 06:00:00,2018,306.25,307,-26.75,-25,63.0,63
64,1,5443200.0,5529600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,64 days 00:00:00.000000000,2018-11-04 06:00:00,2018,307.25,308,-25.75,-24,64.0,64
64,2,5529600.0,5529600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,64 days 00:00:00.000000000,2018-11-04 06:00:00,2018,307.25,308,-25.75,-24,64.0,64
65,1,5529600.0,5616000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,65 days 00:00:00.000000000,2018-11-05 06:00:00,2018,308.25,309,-24.75,-23,65.0,65
65,2,5616000.0,5616000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,65 days 00:00:00.000000000,2018-11-05 06:00:00,2018,308.25,309,-24.75,-23,65.0,65
66,1,5616000.0,5702400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,66 days 00:00:00.000000000,2018-11-06 06:00:00,2018,309.25,310,-23.75,-22,66.0,66
66,2,5702400.0,5702400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,66 days 00:00:00.000000000,2018-11-06 06:00:00,2018,309.25,310,-23.75,-22,66.0,66
67,1,5702400.0,5788800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,67 days 00:00:00.000000000,2018-11-07 06:00:00,2018,310.25,311,-22.75,-21,67.0,67
67,2,5788800.0,5788800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,67 days 00:00:00.000000000,2018-11-07 06:00:00,2018,310.25,311,-22.75,-21,67.0,67
68,1,5788800.0,5875200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,68 days 00:00:00.000000000,2018-11-08 06:00:00,2018,311.25,312,-21.75,-20,68.0,68
68,2,5875200.0,5875200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,68 days 00:00:00.000000000,2018-11-08 06:00:00,2018,311.25,312,-21.75,-20,68.0,68
69,1,5875200.0,5961600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,69 days 00:00:00.000000000,2018-11-09 06:00:00,2018,312.25,313,-20.75,-19,69.0,69
69,2,5961600.0,5961600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,69 days 00:00:00.000000000,2018-11-09 06:00:00,2018,312.25,313,-20.75,-19,69.0,69
70,1,5961600.0,6048000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,70 days 00:00:00.000000000,2018-11-10 06:00:00,2018,313.25,314,-19.75,-18,70.0,70
70,2,6048000.0,6048000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,70 days 00:00:00.000000000,2018-11-10 06:00:00,2018,313.25,314,-19.75,-18,70.0,70
71,1,6048000.0,6134400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,71 days 00:00:00.000000000,2018-11-11 06:00:00,2018,314.25,315,-18.75,-17,71.0,71
71,2,6134400.0,6134400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,71 days 00:00:00.000000000,2018-11-11 06:00:00,2018,314.25,315,-18.75,-17,71.0,71
72,1,6134400.0,6220800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,72 days 00:00:00.000000000,2018-11-12 06:00:00,2018,315.25,316,-17.75,-16,72.0,72
72,2,6220800.0,6220800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,72 days 00:00:00.000000000,2018-11-12 06:00:00,2018,315.25,316,-17.75,-16,72.0,72
73,1,6220800.0,6307200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,73 days 00:00:00.000000000,2018-11-13 06:00:00,2018,316.25,317,-16.75,-15,73.0,73
73,2,6307200.0,6307200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,73 days 00:00:00.000000000,2018-11-13 06:00:00,2018,316.25,317,-16.75,-15,73.0,73
74,1,6307200.0,6393600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,74 days 00:00:00.000000000,2018-11-14 06:00:00,2018,317.25,318,-15.75,-14,74.0,74
74,2,6393600.0,6393600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,74 days 00:00:00.000000000,2018-11-14 06:00:00,2018,317.25,318,-15.75,-14,74.0,74
75,1,6393600.0,6480000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,75 days 00:00:00.000000000,2018-11-15 06:00:00,2018,318.25,319,-14.75,-13,75.0,75
75,2,6480000.0,6480000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,75 days 00:00:00.000000000,2018-11-15 06:00:00,2018,318.25,319,-14.75,-13,75.0,75
76,1,6480000.0,6566400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,76 days 00:00:00.000000000,2018-11-16 06:00:00,2018,319.25,320,-13.75,-12,76.0,76
76,2,6566400.0,6566400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,76 days 00:00:00.000000000,2018-11-16 06:00:00,2018,319.25,320,-13.75,-12,76.0,76
